node,depth,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,Llama-3.1-Tulu-3-70B,gpt-4o-mini-2024-07-18,claude-3.5-haiku,Qwen2.5-7B-Instruct,gpt-3.5-turbo,Llama-3.1-8B-Instruct,Llama-3.1-Tulu-3-8B
0,1,0.8843653780362641,0.8788915497776257,0.8723913787204927,0.8655490933971947,0.8617858364693808,0.8077317824153267,0.7789941840574752,0.7680465275401984,0.7547040711597673
1,1,0.725174449812131,0.7224906065485776,0.6790123456790124,0.6478797638217928,0.6725711218464842,0.5652173913043478,0.5351583467525497,0.5560923242082663,0.5394524959742351
2,1,0.8646616541353384,0.8431793770139635,0.8442534908700322,0.8292158968850698,0.8216970998925887,0.7593984962406015,0.7454350161117078,0.7540279269602578,0.7056928034371643
3,1,0.9023285899094438,0.907503234152652,0.9003880983182406,0.8751617076326003,0.8880983182406209,0.8305304010349288,0.8169469598965071,0.8001293661060802,0.7988357050452781
4,1,0.895771878072763,0.911504424778761,0.8692232055063913,0.872173058013766,0.8505408062930186,0.799410029498525,0.7384464110127827,0.7256637168141593,0.7000983284169124
5,1,0.8790007806401249,0.8095238095238095,0.7150663544106167,0.6978922716627635,0.6916471506635441,0.5245901639344263,0.5003903200624512,0.594847775175644,0.4847775175644028
6,1,0.8490214352283317,0.8490214352283317,0.8266542404473439,0.8108108108108109,0.8005591798695247,0.7642124883504194,0.6365330848089469,0.6989748369058714,0.6178937558247903
7,1,0.8055260361317748,0.8363443145589798,0.7853347502656748,0.7821466524973433,0.7906482465462275,0.7247608926673751,0.6801275239107333,0.6567481402763018,0.6418703506907545
8,1,0.8844262295081967,0.9057377049180327,0.8680327868852459,0.8836065573770492,0.8639344262295082,0.8254098360655737,0.7868852459016393,0.8106557377049181,0.7622950819672131
9,1,0.8516439454691259,0.8524458700882117,0.8203688853247795,0.8235765838011226,0.8227746591820368,0.8147554129911788,0.6543704891740176,0.6744186046511628,0.6423416198877305
10,2,0.874328678839957,0.8689581095596133,0.8603651987110634,0.8549946294307197,0.8571428571428571,0.8002148227712137,0.7894736842105263,0.7690655209452202,0.7540279269602578
11,2,0.9128738621586476,0.9037711313394018,0.9050715214564369,0.9011703511053316,0.8972691807542262,0.8608582574772432,0.8335500650195059,0.8140442132639792,0.8309492847854356
12,2,0.8521400778210116,0.857976653696498,0.8326848249027238,0.8171206225680934,0.7976653696498055,0.7587548638132295,0.6478599221789884,0.7003891050583657,0.6653696498054474
13,2,0.8899858956276445,0.8801128349788434,0.8815232722143864,0.8758815232722144,0.8758815232722144,0.7954866008462623,0.8011283497884344,0.765867418899859,0.7376586741889986
14,2,0.8232323232323232,0.7828282828282829,0.7474747474747475,0.7323232323232324,0.7525252525252525,0.6363636363636364,0.5909090909090909,0.6464646464646465,0.5959595959595959
15,2,0.7982062780269058,0.7982062780269058,0.7892376681614349,0.7713004484304933,0.7892376681614349,0.6905829596412556,0.672645739910314,0.695067264573991,0.6771300448430493
16,2,0.6607142857142857,0.6919642857142857,0.6428571428571429,0.5892857142857143,0.65625,0.4642857142857143,0.45089285714285715,0.42410714285714285,0.4955357142857143
17,2,0.7162162162162162,0.6891891891891891,0.6441441441441441,0.6216216216216216,0.6036036036036037,0.527027027027027,0.4954954954954955,0.4864864864864865,0.5
18,2,0.8686868686868687,0.8686868686868687,0.8484848484848485,0.8585858585858586,0.7878787878787878,0.8282828282828283,0.7474747474747475,0.7373737373737373,0.7070707070707071
19,2,0.7018469656992085,0.683377308707124,0.6174142480211082,0.5963060686015831,0.6279683377308707,0.5382585751978892,0.5145118733509235,0.5277044854881267,0.5065963060686016
20,2,0.6783216783216783,0.7062937062937062,0.6258741258741258,0.6223776223776224,0.6398601398601399,0.506993006993007,0.479020979020979,0.5314685314685315,0.479020979020979
21,2,0.6767241379310345,0.6810344827586207,0.6767241379310345,0.5646551724137931,0.6379310344827587,0.521551724137931,0.4870689655172414,0.5387931034482759,0.4956896551724138
22,2,0.8232044198895028,0.8176795580110497,0.7900552486187845,0.7734806629834254,0.7734806629834254,0.7044198895027625,0.6629834254143646,0.7154696132596685,0.649171270718232
23,2,0.8910369068541301,0.859402460456942,0.8787346221441125,0.8646748681898067,0.8523725834797891,0.7943760984182777,0.7978910369068541,0.7785588752196837,0.7416520210896309
24,2,0.9322916666666666,0.9114583333333334,0.90625,0.8854166666666666,0.8958333333333334,0.8177083333333334,0.828125,0.7916666666666666,0.7864583333333334
25,2,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.9033613445378151,0.8907563025210085,0.8697478991596639,0.8487394957983193,0.8277310924369747,0.7899159663865546
26,2,0.9288702928870293,0.9246861924686193,0.9246861924686193,0.895397489539749,0.9246861924686193,0.8702928870292888,0.8744769874476988,0.8577405857740585,0.8242677824267782
27,2,0.8793969849246231,0.914572864321608,0.8894472361809045,0.8592964824120602,0.864321608040201,0.8040201005025126,0.8090452261306532,0.7889447236180904,0.7688442211055276
28,2,0.7833333333333333,0.8083333333333333,0.825,0.75,0.7333333333333333,0.7666666666666667,0.7083333333333334,0.7,0.75
29,2,0.9188311688311688,0.9123376623376623,0.9155844155844156,0.8863636363636364,0.9090909090909091,0.8181818181818182,0.7987012987012987,0.788961038961039,0.8116883116883117
30,2,0.896,0.916,0.884,0.88,0.912,0.832,0.804,0.796,0.824
31,2,0.9050966608084359,0.9138840070298769,0.8892794376098418,0.8840070298769771,0.8681898066783831,0.8101933216168717,0.7644991212653779,0.7486818980667839,0.7275922671353251
