node,depth,gpt-4o-mini-2024-07-18,Llama-3.1-8B-Instruct,deepseek-math-7b-instruct,dart-math-llama3-8b-uniform,Llama-3-8B-Instruct
0,1,0.7797356828193832,0.540381791483113,0.48751835535976507,0.4552129221732746,0.3377386196769457
1,1,0.7055888223552894,0.5204590818363274,0.4865269461077844,0.4805389221556886,0.30988023952095806
2,1,0.7787878787878788,0.5292929292929293,0.4909090909090909,0.4888888888888889,0.3181818181818182
3,1,0.5947169811320755,0.4143396226415094,0.420377358490566,0.3818867924528302,0.2550943396226415
4,2,0.759493670886076,0.379746835443038,0.379746835443038,0.31645569620253167,0.20253164556962025
5,2,0.8888888888888888,0.5777777777777777,0.5703703703703704,0.5407407407407407,0.3333333333333333
6,2,0.8604651162790697,0.7325581395348837,0.5930232558139535,0.5581395348837209,0.5348837209302325
7,2,0.7048192771084337,0.4939759036144578,0.41566265060240964,0.39156626506024095,0.25301204819277107
8,2,0.88,0.7,0.72,0.66,0.5
9,2,0.8857142857142857,0.6857142857142857,0.5714285714285714,0.5142857142857142,0.4857142857142857
10,2,0.5125,0.2625,0.1625,0.1875,0.175
11,2,0.7420941672522839,0.5523541813070977,0.5256500351370345,0.5130007027406887,0.33731553056922
12,2,0.6161790017211703,0.4423407917383821,0.39070567986230637,0.4010327022375215,0.24268502581755594
13,2,0.6788321167883211,0.40875912408759124,0.36496350364963503,0.40145985401459855,0.23357664233576642
14,2,0.9295774647887324,0.7394366197183099,0.795774647887324,0.7112676056338029,0.4788732394366197
15,2,0.6333333333333333,0.32222222222222224,0.32222222222222224,0.28888888888888886,0.17777777777777778
16,2,0.7215189873417721,0.46835443037974683,0.4177215189873418,0.4430379746835443,0.34177215189873417
17,2,0.875,0.6666666666666666,0.6111111111111112,0.5833333333333334,0.4027777777777778
18,2,0.7758620689655172,0.4942528735632184,0.39655172413793105,0.41379310344827586,0.27011494252873564
19,2,0.7349397590361446,0.4819277108433735,0.42168674698795183,0.463855421686747,0.25301204819277107
20,2,0.8615384615384616,0.6384615384615384,0.6,0.5846153846153846,0.4153846153846154
21,2,0.5631067961165048,0.3300970873786408,0.36893203883495146,0.2621359223300971,0.17475728155339806
22,2,0.6198830409356725,0.39766081871345027,0.39766081871345027,0.4269005847953216,0.26900584795321636
23,2,0.47023809523809523,0.26785714285714285,0.31547619047619047,0.24404761904761904,0.16666666666666666
24,2,0.967741935483871,0.7096774193548387,0.7903225806451613,0.6774193548387096,0.5645161290322581
25,2,0.6857142857142857,0.5238095238095238,0.4666666666666667,0.4380952380952381,0.24761904761904763
26,2,0.6976744186046512,0.4558139534883721,0.4558139534883721,0.4186046511627907,0.2837209302325581
27,2,0.40930232558139534,0.26976744186046514,0.2651162790697674,0.23255813953488372,0.15813953488372093
28,2,0.6290322580645161,0.5645161290322581,0.5,0.3870967741935484,0.3225806451612903
29,2,0.7310924369747899,0.5714285714285714,0.6218487394957983,0.6050420168067226,0.37815126050420167
30,2,0.4666666666666667,0.41904761904761906,0.38095238095238093,0.3904761904761905,0.23809523809523808
31,3,0.711864406779661,0.2542372881355932,0.288135593220339,0.22033898305084745,0.0847457627118644
32,3,0.9,0.75,0.65,0.6,0.55
33,3,0.9102564102564102,0.6666666666666666,0.6410256410256411,0.6282051282051282,0.358974358974359
34,3,0.8596491228070176,0.45614035087719296,0.47368421052631576,0.42105263157894735,0.2982456140350877
35,3,0.9047619047619048,0.8333333333333334,0.6666666666666666,0.5952380952380952,0.5952380952380952
36,3,0.8181818181818182,0.6363636363636364,0.5227272727272727,0.5227272727272727,0.4772727272727273
37,3,0.7019867549668874,0.4900662251655629,0.40397350993377484,0.39072847682119205,0.2582781456953642
38,3,0.7333333333333333,0.5333333333333333,0.5333333333333333,0.4,0.2
39,3,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.1111111111111111
40,3,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.7333333333333333
41,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666
42,3,0.9411764705882353,0.7058823529411765,0.7352941176470589,0.6764705882352942,0.5294117647058824
43,3,1.0,0.7368421052631579,0.8947368421052632,0.8421052631578947,0.6842105263157895
44,3,0.9,0.7,0.5,0.6,0.5
45,3,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.14285714285714285
46,3,1.0,0.875,0.625,0.375,0.5
47,3,0.5,0.5,0.5,0.5,0.5
48,3,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.3333333333333333
49,3,1.0,1.0,1.0,1.0,1.0
50,3,1.0,1.0,0.5,1.0,1.0
51,3,0.8,0.6,0.6,0.6,0.6
52,3,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0
53,3,1.0,0.0,0.0,1.0,1.0
54,3,0.0,0.0,0.0,0.0,0.0
55,3,1.0,0.0,0.0,0.0,0.0
56,3,0.6,0.0,0.0,0.0,0.0
57,3,0.5066666666666667,0.28,0.17333333333333334,0.2,0.18666666666666668
58,3,0.5581395348837209,0.46511627906976744,0.37209302325581395,0.4186046511627907,0.23255813953488372
59,3,0.68,0.5236363636363637,0.509090909090909,0.509090909090909,0.3418181818181818
60,3,0.5476190476190477,0.36904761904761907,0.3333333333333333,0.2857142857142857,0.14285714285714285
61,3,0.8651685393258427,0.6891385767790262,0.6779026217228464,0.6554307116104869,0.4794007490636704
62,3,0.8326530612244898,0.6653061224489796,0.6285714285714286,0.6285714285714286,0.4326530612244898
63,3,0.47058823529411764,0.25,0.19117647058823528,0.2647058823529412,0.058823529411764705
64,3,0.8958333333333334,0.5208333333333334,0.5416666666666666,0.5208333333333334,0.3333333333333333
65,3,0.8,0.6555555555555556,0.5444444444444444,0.5555555555555556,0.3277777777777778
66,3,0.6807511737089202,0.39436619718309857,0.431924882629108,0.3568075117370892,0.23943661971830985
67,3,0.6666666666666666,0.5094339622641509,0.44025157232704404,0.44234800838574423,0.2746331236897275
68,3,0.38461538461538464,0.1346153846153846,0.16346153846153846,0.21153846153846154,0.09615384615384616
69,3,0.7,0.4,0.2,0.5,0.0
70,3,0.7375,0.325,0.3,0.3375,0.2
71,3,0.574468085106383,0.5531914893617021,0.5106382978723404,0.48936170212765956,0.3404255319148936
72,3,0.8857142857142857,0.6285714285714286,0.7428571428571429,0.5142857142857142,0.4
73,3,0.90625,0.65625,0.71875,0.75,0.46875
74,3,1.0,0.75,0.875,0.75,0.625
75,3,0.967741935483871,0.9032258064516129,0.8387096774193549,0.8064516129032258,0.5806451612903226
76,3,0.92,0.72,0.88,0.84,0.48
77,3,1.0,0.9090909090909091,0.8181818181818182,0.6363636363636364,0.36363636363636365
78,3,0.7058823529411765,0.3235294117647059,0.29411764705882354,0.3235294117647059,0.17647058823529413
79,3,0.5892857142857143,0.32142857142857145,0.3392857142857143,0.26785714285714285,0.17857142857142858
80,3,0.6153846153846154,0.3076923076923077,0.38461538461538464,0.23076923076923078,0.23076923076923078
81,3,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.3888888888888889
82,3,0.7272727272727273,0.2727272727272727,0.36363636363636365,0.6363636363636364,0.2727272727272727
83,3,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.5,0.5714285714285714
84,3,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
85,3,1.0,1.0,1.0,1.0,1.0
86,3,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.11764705882352941
87,3,1.0,0.75,0.8333333333333334,0.75,0.8333333333333334
88,3,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.5714285714285714
89,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
90,3,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.21428571428571427
91,3,0.9,0.9,0.5,0.5,0.5
92,3,0.7857142857142857,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.21428571428571427
93,3,0.9166666666666666,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.16666666666666666
94,3,0.68,0.52,0.48,0.36,0.24
95,3,0.9473684210526315,0.6842105263157895,0.5789473684210527,0.5526315789473685,0.5
96,3,0.75,0.25,0.2,0.35,0.05
97,3,0.6956521739130435,0.30434782608695654,0.21739130434782608,0.21739130434782608,0.17391304347826086
98,3,0.625,0.25,0.0,0.125,0.0
99,3,0.875,0.75,0.625,0.625,0.3125
100,3,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.16666666666666666
101,3,0.7272727272727273,0.4090909090909091,0.4090909090909091,0.2727272727272727,0.3181818181818182
102,3,1.0,1.0,0.75,0.75,0.5
103,3,1.0,0.6,0.6,0.6,0.2
104,3,0.7894736842105263,0.631578947368421,0.3157894736842105,0.5263157894736842,0.3684210526315789
105,3,0.4166666666666667,0.2916666666666667,0.25,0.25,0.16666666666666666
106,3,0.8148148148148148,0.5555555555555556,0.4074074074074074,0.48148148148148145,0.25925925925925924
107,3,0.6,0.0,0.2,0.2,0.0
108,3,0.65,0.45,0.45,0.35,0.25
109,3,0.8333333333333334,0.5,0.16666666666666666,0.25,0.08333333333333333
110,3,0.7692307692307693,0.5769230769230769,0.6538461538461539,0.6153846153846154,0.34615384615384615
111,3,0.8571428571428571,0.4642857142857143,0.5357142857142857,0.6428571428571429,0.2857142857142857
112,3,0.9,0.3,0.3,0.4,0.3
113,3,0.8571428571428571,0.6,0.6285714285714286,0.45714285714285713,0.2571428571428571
114,3,0.875,0.75,0.625,0.625,0.375
115,3,0.7,0.7,0.6,0.8,0.5
116,3,0.8461538461538461,0.7692307692307693,0.46153846153846156,0.38461538461538464,0.46153846153846156
117,3,1.0,0.6,0.6,0.4,0.2
118,3,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333
119,3,0.9,0.7,0.5,0.55,0.45
120,3,1.0,0.9166666666666666,1.0,1.0,0.8333333333333334
121,3,0.7272727272727273,0.6363636363636364,0.9090909090909091,0.7272727272727273,0.5454545454545454
122,3,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182
123,3,0.72,0.32,0.56,0.28,0.12
124,3,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666
125,3,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.45454545454545453,0.36363636363636365
126,3,0.375,0.125,0.0,0.0,0.0
127,3,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285
128,3,0.4782608695652174,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.0
129,3,0.625,0.5,0.5,0.5,0.375
130,3,1.0,1.0,1.0,1.0,1.0
131,3,0.6,0.3,0.3,0.3,0.0
132,3,0.5106382978723404,0.23404255319148937,0.2765957446808511,0.2765957446808511,0.1276595744680851
133,3,0.7027027027027027,0.5675675675675675,0.43243243243243246,0.5675675675675675,0.2972972972972973
134,3,1.0,0.782608695652174,0.7391304347826086,0.8695652173913043,0.5652173913043478
135,3,0.4375,0.15625,0.21875,0.15625,0.125
136,3,0.0,0.5,0.5,0.5,0.5
137,3,0.9166666666666666,0.5,0.6666666666666666,0.5833333333333334,0.5
138,3,0.25,0.375,0.375,0.375,0.625
139,3,0.44936708860759494,0.2721518987341772,0.310126582278481,0.23417721518987342,0.16455696202531644
140,3,0.8,0.2,0.4,0.4,0.2
141,3,1.0,0.5,0.5,0.25,0.25
142,3,1.0,0.75,0.8125,0.75,0.6875
143,3,0.9,0.7,0.8,0.6,0.5
144,3,0.96875,0.71875,0.8125,0.71875,0.5625
145,3,0.8461538461538461,0.6538461538461539,0.4230769230769231,0.5,0.23076923076923078
146,3,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.25,0.16666666666666666
147,3,0.6417910447761194,0.44776119402985076,0.4626865671641791,0.44776119402985076,0.26865671641791045
148,3,0.875,0.6458333333333334,0.6875,0.5833333333333334,0.3333333333333333
149,3,0.6222222222222222,0.37777777777777777,0.37777777777777777,0.34814814814814815,0.2962962962962963
150,3,0.75,0.5,0.4375,0.46875,0.15625
151,3,0.25,0.3333333333333333,0.125,0.25,0.041666666666666664
152,3,0.4782608695652174,0.2608695652173913,0.34782608695652173,0.34782608695652173,0.17391304347826086
153,3,0.42105263157894735,0.21052631578947367,0.3157894736842105,0.2631578947368421,0.21052631578947367
154,3,0.4722222222222222,0.3333333333333333,0.3611111111111111,0.25,0.19444444444444445
155,3,0.375,0.25,0.25,0.2,0.2
156,3,1.0,0.7,0.6,0.6,0.3
157,3,0.42424242424242425,0.24242424242424243,0.3333333333333333,0.21212121212121213,0.18181818181818182
158,3,0.75,0.25,0.0,0.0,0.25
159,3,0.23076923076923078,0.07692307692307693,0.0,0.07692307692307693,0.0
160,3,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0
161,3,0.6818181818181818,0.7272727272727273,0.5909090909090909,0.3181818181818182,0.45454545454545453
162,3,0.6,0.475,0.45,0.425,0.25
163,3,0.9,0.8,0.95,0.85,0.6
164,3,0.4666666666666667,0.4666666666666667,0.4,0.4,0.13333333333333333
165,3,0.5555555555555556,0.4444444444444444,0.5,0.3888888888888889,0.2777777777777778
166,3,0.8,0.6,0.6,0.8,0.5
167,3,0.8333333333333334,0.5555555555555556,0.6111111111111112,0.5555555555555556,0.2222222222222222
168,3,0.7631578947368421,0.5526315789473685,0.6052631578947368,0.631578947368421,0.4473684210526316
169,3,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.1111111111111111
170,3,0.875,0.6875,0.625,0.5,0.375
171,3,0.3076923076923077,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.38461538461538464
172,3,0.5,0.6,0.8,0.8,0.4
173,3,0.5,0.5,0.3333333333333333,0.3333333333333333,0.08333333333333333
174,3,0.5,0.125,0.0,0.0,0.0
175,3,0.5714285714285714,0.5,0.5714285714285714,0.5,0.35714285714285715
176,3,0.2,0.8,0.6,0.6,0.6
177,3,0.2777777777777778,0.0,0.05555555555555555,0.16666666666666666,0.0
178,4,0.7021276595744681,0.2553191489361702,0.2765957446808511,0.2553191489361702,0.0851063829787234
179,4,0.75,0.25,0.3333333333333333,0.08333333333333333,0.08333333333333333
180,4,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.3333333333333333
181,4,1.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
182,4,0.5,0.5,0.5,0.5,0.5
183,4,0.9154929577464789,0.6619718309859155,0.6197183098591549,0.6056338028169014,0.352112676056338
184,4,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.42857142857142855
185,4,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0
186,4,1.0,0.5,0.5,0.5,0.5
187,4,1.0,0.8333333333333334,0.9166666666666666,0.6666666666666666,0.5833333333333334
188,4,0.0,0.0,0.0,0.0,0.0
189,4,1.0,0.0,0.25,0.5,0.25
190,4,1.0,0.75,0.375,0.5,0.375
191,4,0.8,0.2,0.0,0.0,0.2
192,4,0.8,0.4,0.7,0.6,0.4
193,4,0.75,0.25,0.0,0.25,0.0
194,4,1.0,1.0,1.0,1.0,0.0
195,4,0.9565217391304348,0.9130434782608695,0.6956521739130435,0.6521739130434783,0.5652173913043478
196,4,0.8421052631578947,0.7368421052631579,0.631578947368421,0.5263157894736842,0.631578947368421
197,4,0.8620689655172413,0.7241379310344828,0.5517241379310345,0.5172413793103449,0.4482758620689655
198,4,0.7333333333333333,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.5333333333333333
199,4,0.717948717948718,0.41025641025641024,0.358974358974359,0.358974358974359,0.28205128205128205
200,4,0.75,0.575,0.475,0.475,0.375
201,4,0.6666666666666666,0.4861111111111111,0.3888888888888889,0.3611111111111111,0.18055555555555555
202,4,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0
203,4,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
204,4,1.0,0.0,1.0,0.0,0.0
205,4,1.0,0.0,0.0,0.0,0.0
206,4,0.0,0.0,0.0,0.0,0.0
207,4,1.0,1.0,1.0,1.0,1.0
208,4,0.0,0.0,0.0,0.0,0.0
209,4,0.0,0.0,0.0,0.0,0.0
210,4,1.0,1.0,1.0,1.0,0.0
211,4,0.5,1.0,0.5,0.5,0.5
212,4,1.0,1.0,1.0,0.0,0.0
213,4,1.0,1.0,0.5,1.0,0.5
214,4,0.0,0.0,0.5,0.0,0.0
215,4,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
216,4,0.0,0.0,1.0,0.0,0.0
217,4,1.0,1.0,1.0,1.0,1.0
218,4,1.0,1.0,1.0,0.75,1.0
219,4,1.0,1.0,1.0,1.0,1.0
220,4,1.0,1.0,1.0,1.0,1.0
221,4,1.0,0.0,1.0,1.0,1.0
222,4,0.0,0.0,0.0,0.0,0.0
223,4,1.0,1.0,1.0,1.0,0.0
224,4,1.0,1.0,0.5,0.0,0.0
225,4,1.0,1.0,1.0,1.0,1.0
226,4,0.75,1.0,0.5,0.75,0.25
227,4,0.5,0.0,1.0,0.5,0.0
228,4,1.0,0.8,1.0,0.8,0.8
229,4,1.0,0.6666666666666666,0.8666666666666667,0.8,0.6666666666666666
230,4,0.8571428571428571,0.7142857142857143,0.5,0.5,0.2857142857142857
231,4,1.0,0.5,1.0,1.0,1.0
232,4,1.0,0.7647058823529411,0.8823529411764706,0.8235294117647058,0.6470588235294118
233,4,0.75,0.5,0.25,0.25,0.0
234,4,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
235,4,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0
236,4,1.0,1.0,1.0,1.0,0.0
237,4,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0
238,4,1.0,1.0,1.0,1.0,0.0
239,4,1.0,1.0,0.0,0.5,0.5
240,4,1.0,0.8333333333333334,0.6666666666666666,0.5,0.5
241,4,1.0,1.0,1.0,0.0,0.0
242,4,1.0,1.0,0.0,0.0,1.0
243,4,0.0,0.0,0.0,0.0,0.0
244,4,1.0,1.0,1.0,1.0,1.0
245,4,0.875,0.625,0.625,0.5,0.25
246,4,1.0,1.0,1.0,1.0,1.0
247,4,1.0,1.0,0.5,1.0,1.0
248,4,1.0,1.0,0.0,1.0,1.0
249,4,1.0,1.0,1.0,1.0,1.0
250,4,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
251,4,0.0,0.0,0.0,0.0,0.0
252,4,1.0,1.0,1.0,1.0,1.0
253,4,1.0,0.5,0.5,0.0,0.0
254,4,1.0,1.0,1.0,0.0,0.0
255,4,0.6666666666666666,0.0,0.0,0.0,0.0
256,4,0.5,0.0,0.0,0.0,0.0
257,4,0.6363636363636364,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.18181818181818182
258,4,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
259,4,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0
260,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334
261,4,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857
262,4,0.4375,0.0625,0.25,0.125,0.0625
263,4,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
264,4,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091
265,4,1.0,0.6666666666666666,0.0,1.0,0.0
266,4,0.25,0.25,0.125,0.125,0.0
267,4,1.0,1.0,1.0,1.0,1.0
268,4,0.5,0.25,0.25,0.25,0.375
269,4,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.2857142857142857
270,4,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.14285714285714285
271,4,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285
272,4,0.92,0.78,0.78,0.8,0.6
273,4,0.4117647058823529,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.058823529411764705
274,4,0.41025641025641024,0.2564102564102564,0.20512820512820512,0.1794871794871795,0.05128205128205128
275,4,0.7313432835820896,0.582089552238806,0.6268656716417911,0.6417910447761194,0.3880597014925373
276,4,0.7894736842105263,0.631578947368421,0.5263157894736842,0.5263157894736842,0.21052631578947367
277,4,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
278,4,0.5757575757575758,0.36363636363636365,0.3939393939393939,0.3333333333333333,0.2727272727272727
279,4,0.7083333333333334,0.5833333333333334,0.5,0.4583333333333333,0.3333333333333333
280,4,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.7647058823529411
281,4,0.45,0.175,0.2,0.175,0.025
282,4,0.5294117647058824,0.4117647058823529,0.29411764705882354,0.23529411764705882,0.17647058823529413
283,4,0.7037037037037037,0.6296296296296297,0.5555555555555556,0.48148148148148145,0.2962962962962963
284,4,0.9753086419753086,0.8395061728395061,0.8271604938271605,0.7160493827160493,0.654320987654321
285,4,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.5
286,4,1.0,0.8055555555555556,0.8055555555555556,0.9166666666666666,0.5555555555555556
287,4,0.8333333333333334,0.5833333333333334,0.4583333333333333,0.375,0.2916666666666667
288,4,0.7741935483870968,0.7096774193548387,0.5483870967741935,0.5806451612903226,0.3870967741935484
289,4,0.7530864197530864,0.49382716049382713,0.5679012345679012,0.5679012345679012,0.35802469135802467
290,4,0.7368421052631579,0.5789473684210527,0.5964912280701754,0.6140350877192983,0.45614035087719296
291,4,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.5714285714285714
292,4,0.9302325581395349,0.7674418604651163,0.7674418604651163,0.7674418604651163,0.5348837209302325
293,4,0.9166666666666666,0.8333333333333334,0.75,0.6666666666666666,0.5833333333333334
294,4,0.8571428571428571,0.6428571428571429,0.5476190476190477,0.5238095238095238,0.4523809523809524
295,4,0.8888888888888888,0.7777777777777778,0.6296296296296297,0.6296296296296297,0.3333333333333333
296,4,0.6842105263157895,0.5789473684210527,0.5263157894736842,0.5789473684210527,0.3684210526315789
297,4,0.8421052631578947,0.6052631578947368,0.6052631578947368,0.5789473684210527,0.2894736842105263
