node,depth,gemma2-2b-it,llama3.2-3b-instruct
0,1,0.5817438692098093,0.41825613079019075
1,1,0.6170130869899924,0.3829869130100077
2,1,0.6029532403609517,0.3970467596390484
3,1,0.47184337879454463,0.5281566212054554
4,1,0.6691896705253785,0.3308103294746215
5,1,0.6166776532630192,0.3833223467369809
6,2,0.5332348596750369,0.4667651403249631
7,2,0.6013171225937184,0.39868287740628167
8,2,0.5966850828729282,0.40331491712707185
9,2,0.6521739130434783,0.34782608695652173
10,2,0.69,0.31
11,2,0.5635838150289018,0.43641618497109824
12,2,0.4301075268817204,0.5698924731182796
13,2,0.6885714285714286,0.31142857142857144
14,2,0.6014925373134328,0.39850746268656717
15,2,0.6233766233766234,0.37662337662337664
16,2,0.6206060606060606,0.3793939393939394
17,2,0.565989847715736,0.434010152284264
18,2,0.463855421686747,0.536144578313253
19,2,0.5362776025236593,0.4637223974763407
20,2,0.44940476190476186,0.5505952380952381
21,2,0.5798429319371727,0.4201570680628272
22,2,0.388235294117647,0.611764705882353
23,2,0.4726224783861671,0.5273775216138329
24,2,0.48269230769230764,0.5173076923076924
25,2,0.3709677419354839,0.6290322580645161
26,2,0.39317507418397624,0.6068249258160238
27,2,0.9214285714285715,0.07857142857142857
28,2,0.6510791366906474,0.3489208633093525
29,2,0.6755555555555556,0.3244444444444444
30,2,0.5975609756097561,0.4024390243902439
31,2,0.6017964071856288,0.39820359281437123
32,2,0.5327380952380952,0.46726190476190477
33,2,0.6663286004056795,0.33367139959432046
34,2,0.6689189189189189,0.3310810810810811
35,2,0.43617021276595747,0.5638297872340425
36,2,0.5520833333333333,0.4479166666666667
37,2,0.6132075471698113,0.3867924528301887
38,2,0.6689419795221843,0.3310580204778157
39,3,0.5053763440860215,0.4946236559139785
40,3,0.49056603773584906,0.5094339622641509
41,3,0.5941422594142259,0.40585774058577406
42,3,0.5464285714285715,0.45357142857142857
43,3,0.6320754716981132,0.36792452830188677
44,3,0.6310679611650485,0.36893203883495146
45,3,0.6030534351145038,0.3969465648854962
46,3,0.5220588235294117,0.47794117647058826
47,3,0.6148648648648649,0.38513513513513514
48,3,0.5695652173913044,0.43043478260869567
49,3,0.6715686274509804,0.3284313725490196
50,3,0.6039603960396039,0.39603960396039606
51,3,0.6189427312775331,0.381057268722467
52,3,0.5516304347826086,0.4483695652173913
53,3,0.6139896373056994,0.3860103626943005
54,3,0.5963455149501662,0.40365448504983387
55,3,0.7109375,0.2890625
56,3,0.6268656716417911,0.373134328358209
57,3,0.7218045112781954,0.2781954887218045
58,3,0.7112676056338028,0.2887323943661972
59,3,0.4607843137254902,0.5392156862745098
60,3,0.6,0.4
61,3,0.7019230769230769,0.2980769230769231
62,3,0.609375,0.390625
63,3,0.648936170212766,0.35106382978723405
64,3,0.6058394160583942,0.39416058394160586
65,3,0.6083690987124464,0.3916309012875536
66,3,0.6364902506963788,0.3635097493036212
67,3,0.5789473684210527,0.42105263157894735
68,3,0.5837209302325581,0.41627906976744183
69,3,0.5194174757281553,0.48058252427184467
70,3,0.47282608695652173,0.5271739130434783
71,3,0.5086206896551724,0.49137931034482757
72,3,0.4807692307692307,0.5192307692307693
73,3,0.44059405940594054,0.5594059405940595
74,3,0.4626865671641791,0.5373134328358209
75,3,0.6058823529411765,0.3941176470588235
76,3,0.6060606060606061,0.3939393939393939
77,3,0.515625,0.484375
78,3,0.3650793650793651,0.6349206349206349
79,3,0.375,0.625
80,3,0.48026315789473684,0.5197368421052632
81,3,0.5094339622641509,0.49056603773584906
82,3,0.4571428571428572,0.5428571428571428
83,3,0.5,0.5
84,3,0.48809523809523814,0.5119047619047619
85,3,0.5135135135135135,0.4864864864864865
86,3,0.4558823529411765,0.5441176470588235
87,3,0.32638888888888884,0.6736111111111112
88,3,0.4430051813471503,0.5569948186528497
89,3,0.875,0.125
90,3,0.9807692307692307,0.019230769230769232
91,3,0.6564885496183206,0.3435114503816794
92,3,0.7479674796747968,0.25203252032520324
93,3,0.6375,0.3625
94,3,0.6041666666666667,0.3958333333333333
95,3,0.515625,0.484375
96,3,0.6981132075471699,0.3018867924528302
97,3,0.6085714285714285,0.3914285714285714
98,3,0.6287878787878788,0.3712121212121212
99,3,0.46354166666666663,0.5364583333333334
100,3,0.5,0.5
101,3,0.5667938931297709,0.43320610687022904
102,3,0.6373626373626373,0.3626373626373626
103,3,0.6941176470588235,0.3058823529411765
104,3,0.6263736263736264,0.37362637362637363
105,4,0.5416666666666667,0.4583333333333333
106,4,0.6,0.4
