subset,mean_kendall_tau,std_kendall_tau,num_instances
abstract_algebra,0.8288555986268142,0.09069424703316935,100
anatomy,0.7688892088850035,0.11258020637790277,135
astronomy,0.8582502993732489,0.08492002795667393,152
business_ethics,0.7359973761903765,0.12772376148908532,100
clinical_knowledge,0.8047892504857699,0.09639164625311204,265
college_biology,0.8832507772142417,0.06882022593335868,144
college_chemistry,0.817484290062243,0.09385796496843854,100
college_computer_science,0.7828911534734457,0.10590965499050187,100
college_mathematics,0.8095902025137411,0.09802941098634325,100
college_medicine,0.7942999538219331,0.09659454875670898,173
college_physics,0.8241253491524485,0.09835693183535911,102
computer_security,0.7034252909666666,0.15598549457750457,100
conceptual_physics,0.9150770732001077,0.06022312425006482,235
econometrics,0.8522522009345463,0.0822154419940527,114
electrical_engineering,0.8496442260502132,0.09243292825942258,145
elementary_mathematics,0.8951086249403781,0.065963909432455,378
formal_logic,0.8231146562557673,0.09076465126602437,126
global_facts,0.7760698968051695,0.11150548407043093,100
high_school_biology,0.8956021436067352,0.06869028890998619,310
high_school_chemistry,0.9063991430088749,0.04879538522623127,203
high_school_computer_science,0.8621253376832945,0.07738669742981148,100
high_school_european_history,0.7861491009896743,0.10835761385954866,165
high_school_geography,0.8218663854004536,0.09408521763528915,198
high_school_government_and_politics,0.8313330622493743,0.08705144044169384,193
high_school_macroeconomics,0.9163036835070932,0.05658341809877717,390
high_school_mathematics,0.7970167251600698,0.09016720687255353,270
high_school_microeconomics,0.8956996008976812,0.06107026962672434,238
high_school_physics,0.8388456160312815,0.08828120762742218,151
high_school_psychology,0.8826319131734521,0.07292041459303802,545
high_school_statistics,0.8446079527669613,0.08476200954254164,216
high_school_us_history,0.8473065374887226,0.0845402939836617,204
high_school_world_history,0.890280993099438,0.06639951976831304,237
human_aging,0.8839208095227636,0.07224872963663752,223
human_sexuality,0.7488916123644818,0.11136240022720033,131
international_law,0.8533115195987726,0.0894680334307918,121
jurisprudence,0.8830804270122294,0.08056552272345316,108
logical_fallacies,0.78703833415787,0.12072677860633887,163
machine_learning,0.8964376154502129,0.0621350929580737,112
management,0.6784831661199913,0.16681523658992792,103
marketing,0.7317193832696901,0.1216292620368831,234
medical_genetics,0.8452707148470582,0.07816063202736363,100
miscellaneous,0.8289278963116796,0.0889256887190429,783
moral_disputes,0.8216065065359565,0.10191503729125061,346
moral_scenarios,0.9532974774630161,0.04812832521914623,895
nutrition,0.8557004232449605,0.07763634162627697,306
philosophy,0.8769339306171625,0.07338003490404445,311
prehistory,0.9140510077806664,0.0613737118437057,324
professional_accounting,0.8664777402112293,0.08100606791227873,282
professional_law,0.9057620720492869,0.060443744606256435,1534
professional_medicine,0.8455276364997133,0.08504738611420473,272
professional_psychology,0.8621050401605973,0.07872891118869906,612
public_relations,0.7753215350320434,0.11041784808866582,110
security_studies,0.7951436967644636,0.10293052011276738,245
sociology,0.8003176985872834,0.1060078295002803,201
us_foreign_policy,0.78290375491049,0.11068663773318796,100
virology,0.5864426083042097,0.16731463592634216,166
world_religions,0.779668297991582,0.10908739514379448,171
