subset,mean_kendall_tau,std_kendall_tau,num_instances
abstract_algebra,0.8340241217939216,0.09053941994115906,100
anatomy,0.7762986445599264,0.10729886238418215,135
astronomy,0.8606858579980612,0.08457552099921672,152
business_ethics,0.7420939535030052,0.12089847696132841,100
clinical_knowledge,0.8024062146848004,0.09891225190679312,265
college_biology,0.8815473280418764,0.07024467028751924,144
college_chemistry,0.8133527910019002,0.09310330223010996,100
college_computer_science,0.7908136804138687,0.10138168464048262,100
college_mathematics,0.8113351365228868,0.0973173810350823,100
college_medicine,0.7923620662423503,0.10115348417165948,173
college_physics,0.8240453372873304,0.0986623861417688,102
computer_security,0.7035965693222881,0.15557763302771271,100
conceptual_physics,0.9150509756980769,0.059677912710680674,235
econometrics,0.8530271408731462,0.08462619198812718,114
electrical_engineering,0.8492919328275775,0.0938680518309508,145
elementary_mathematics,0.8959316025867768,0.06620651494632313,378
formal_logic,0.8168924091570128,0.09312279678445413,126
global_facts,0.7761772343965413,0.1115734189893558,100
high_school_biology,0.895707025794852,0.06818934102494703,310
high_school_chemistry,0.9069511877209547,0.04637454597769129,203
high_school_computer_science,0.8684957735766863,0.07632488381387453,100
high_school_european_history,0.7859664838230915,0.10450061557586736,165
high_school_geography,0.8185502948696971,0.09634244506168278,198
high_school_government_and_politics,0.8251918955286306,0.08927285729624806,193
high_school_macroeconomics,0.9165394741824584,0.05817594036756459,390
high_school_mathematics,0.7941647725574851,0.09156077424400746,270
high_school_microeconomics,0.8948906279014512,0.061480704387969425,238
high_school_physics,0.8377086729382748,0.08613666623961219,151
high_school_psychology,0.8819981346863778,0.07021449364321357,545
high_school_statistics,0.843122002255218,0.08679262469912569,216
high_school_us_history,0.8483508483161208,0.08369929280051172,204
high_school_world_history,0.8925373494484888,0.06729730376114193,237
human_aging,0.8882916450997723,0.07131082288865141,223
human_sexuality,0.7507378990563384,0.11680035548019702,131
international_law,0.8539376624012299,0.08917576239262735,121
jurisprudence,0.8807328207716576,0.08101775324568239,108
logical_fallacies,0.7901791202010574,0.12373753228771604,163
machine_learning,0.8961523374738194,0.06340645389610367,112
management,0.682638251352888,0.16081563724691214,103
marketing,0.7294414495285713,0.12864163191161876,234
medical_genetics,0.843249062264247,0.07817333639005457,100
miscellaneous,0.8323828039372845,0.08979968103182974,783
moral_disputes,0.8157179372659525,0.10164179692998217,346
moral_scenarios,0.9562600648954875,0.04581348311285335,895
nutrition,0.859507925237966,0.07657228152511869,306
philosophy,0.8784115691801839,0.0715981160270572,311
prehistory,0.9120536692491681,0.060720483069979916,324
professional_accounting,0.8695725762026846,0.07899762777344355,282
professional_law,0.9057299599336645,0.059557256812723385,1534
professional_medicine,0.845811759781325,0.08886602506269937,272
professional_psychology,0.867318656283784,0.07886668357182541,612
public_relations,0.7811077225136505,0.10843213936997144,110
security_studies,0.7987185670657541,0.10216122954090875,245
sociology,0.8005022630442782,0.1049061867455192,201
us_foreign_policy,0.7849620616265763,0.10896418127104822,100
virology,0.5883186616800439,0.16830281800664923,166
world_religions,0.7812731495446251,0.11174803712691939,171
