subset,mean_kendallw,std_kendallw,num_instances
abstract_algebra,0.7779360486316951,0.045840931567311394,100
anatomy,0.5753299943415431,0.07747578867862097,135
astronomy,0.7941953918632787,0.04530456382436855,152
business_ethics,0.42501610880516194,0.07140444327514463,100
clinical_knowledge,0.6495808271636497,0.07459308686019463,265
college_biology,0.7582879586970036,0.06316479881634063,144
college_chemistry,0.6385657164585311,0.07748009486876148,100
college_computer_science,0.6828132911390694,0.06011980754514919,100
college_mathematics,0.7131287912757955,0.05518977709176064,100
college_medicine,0.6158662426059979,0.07754407349213598,173
college_physics,0.6044307437552486,0.07688510815634102,102
computer_security,0.3444139373002511,0.0691158660319536,100
conceptual_physics,0.870119673525215,0.03363140064982149,235
econometrics,0.7271113453050646,0.06746225402532115,114
electrical_engineering,0.6593508615055947,0.06753348758631333,145
elementary_mathematics,0.8411186807072272,0.03193990733984921,378
formal_logic,0.7458931710359415,0.06316624382928222,126
global_facts,0.5128289477872859,0.07794754437600415,100
high_school_biology,0.8248826036768171,0.049129873758923574,310
high_school_chemistry,0.8472187687922194,0.037756290735132036,203
high_school_computer_science,0.710585468799076,0.06566068979225928,100
high_school_european_history,0.5943893001991882,0.07882623574809922,165
high_school_geography,0.6457676725304569,0.0726546210741175,198
high_school_government_and_politics,0.7621313531798006,0.05299244914332999,193
high_school_macroeconomics,0.8924113042128438,0.02433949360224192,390
high_school_mathematics,0.779717365752077,0.032294287963378535,270
high_school_microeconomics,0.8672359657795855,0.0363168535209747,238
high_school_physics,0.7827321031794702,0.034964329673874125,151
high_school_psychology,0.8248927670625616,0.04899737567873129,545
high_school_statistics,0.7954176276023258,0.031218772938362123,216
high_school_us_history,0.7340811942795713,0.0694199642539039,204
high_school_world_history,0.8211932552468408,0.04921366880445727,237
human_aging,0.7012028979280891,0.0757934034229314,223
human_sexuality,0.6036403912577906,0.0822156410350427,131
international_law,0.6931296807611919,0.0727032390896733,121
jurisprudence,0.7428480642869836,0.0649335357096743,108
logical_fallacies,0.5994852558837687,0.06564909888384167,163
machine_learning,0.7870051867847457,0.05749789623767905,112
management,0.30187240503730967,0.0715095263632286,103
marketing,0.4557239790444123,0.06935097735323448,234
medical_genetics,0.6820323515981324,0.06656604965611869,100
miscellaneous,0.8146985334104199,0.033245489332870186,783
moral_disputes,0.7905683510473275,0.03812520710215381,346
moral_scenarios,0.9531381036776899,0.00930984667623655,895
nutrition,0.7902421234396392,0.049110453475008066,306
philosophy,0.7930371373356988,0.049985523184559955,311
prehistory,0.8336853464888314,0.040431398780091506,324
professional_accounting,0.8593860096838699,0.02450462452034844,282
professional_law,0.9171736745289883,0.01319787981567995,1534
professional_medicine,0.8276771499369522,0.030029174339351417,272
professional_psychology,0.8442848631176739,0.021918116590629616,612
public_relations,0.5594460515442947,0.07964323371877081,110
security_studies,0.6602913036824242,0.07314880099358122,245
sociology,0.617388267937236,0.0724182545847173,201
us_foreign_policy,0.47179533930988343,0.08264242471845412,100
virology,0.2422692431595949,0.06004770711165196,166
world_religions,0.4477730196605445,0.08174403896833671,171
