subset,mean_kendallw,std_kendallw,num_instances
abstract_algebra,0.9075368262784839,0.03310574927060546,100
anatomy,0.8567979490496883,0.07997183111296237,135
astronomy,0.9234142501206779,0.03257783952823208,152
business_ethics,0.7649964640242088,0.08708345233075256,100
clinical_knowledge,0.8790494731522813,0.059176459296589864,265
college_biology,0.9359716988993276,0.03281267766754697,144
college_chemistry,0.8847535637171022,0.050795603262268084,100
college_computer_science,0.851655103307098,0.04509654640916471,100
college_mathematics,0.884383449739951,0.04129169666688706,100
college_medicine,0.862293258264517,0.04818600931846764,173
college_physics,0.8621692813199724,0.07294572990898059,102
computer_security,0.6946564393277221,0.11515810728318848,100
conceptual_physics,0.9653116311216011,0.01715512184290571,235
econometrics,0.9248403492303702,0.04670001578632676,114
electrical_engineering,0.8957369433602271,0.056533783032271016,145
elementary_mathematics,0.9462466213162576,0.03192342708634999,378
formal_logic,0.9014722640157252,0.02714752334670796,126
global_facts,0.8263936302253287,0.07545082108758366,100
high_school_biology,0.9469787628424419,0.03447525480669433,310
high_school_chemistry,0.9414168583244666,0.030052890873937935,203
high_school_computer_science,0.9118868712074437,0.04560250597692319,100
high_school_european_history,0.8645094271958026,0.05518499224799042,165
high_school_geography,0.87452165940465,0.059866535465579754,198
high_school_government_and_politics,0.8791345777851417,0.04172564413432688,193
high_school_macroeconomics,0.9681318543518249,0.01992295811844943,390
high_school_mathematics,0.8818143735955837,0.03993339395277227,270
high_school_microeconomics,0.9559594207885541,0.016749847813544445,238
high_school_physics,0.9085391702301391,0.04410219323122801,151
high_school_psychology,0.9493581570345201,0.022215446326418753,545
high_school_statistics,0.8986261837607883,0.037941535656217426,216
high_school_us_history,0.9179446891553922,0.03933298234275856,204
high_school_world_history,0.9598097691554937,0.02200767520168176,237
human_aging,0.9272479151333017,0.053765844278396355,223
human_sexuality,0.8289434032344636,0.04489559311341532,131
international_law,0.9050108701311729,0.0438209469943338,121
jurisprudence,0.9408532675599334,0.03508856887606597,108
logical_fallacies,0.8359081790669474,0.06042978906790255,163
machine_learning,0.9502770846117119,0.03124191441661345,112
management,0.6698091450724141,0.12315686513146515,103
marketing,0.7512684653544001,0.09817463132727809,234
medical_genetics,0.8900709024797547,0.045911640850228266,100
miscellaneous,0.9083483434381837,0.03375771003510015,783
moral_disputes,0.8992414874054491,0.03922926716221066,346
moral_scenarios,0.9814735006973501,0.014368785419136849,895
nutrition,0.9256776086823061,0.028801840412816603,306
philosophy,0.9346640935658272,0.03145910894515135,311
prehistory,0.9523863891524285,0.03160730909506342,324
professional_accounting,0.93719993120649,0.025613901637408037,282
professional_law,0.957982454906649,0.01899325390651543,1534
professional_medicine,0.9130380889787618,0.02741436573068724,272
professional_psychology,0.937262288045033,0.032790600859710556,612
public_relations,0.8481771584854172,0.08270100834567695,110
security_studies,0.8642309251406985,0.051137222686066484,245
sociology,0.8460262466962389,0.06455836395883709,201
us_foreign_policy,0.8031538995638476,0.09297758179160812,100
virology,0.5621486178692314,0.13084464757284314,166
world_religions,0.8176230604388453,0.08340971816223432,171
