subset,mean_kendallw,std_kendallw,num_instances
abstract_algebra,0.6336319877552242,0.052826470090937674,100
anatomy,0.3623120349419115,0.04358971761386987,135
astronomy,0.6204328925027477,0.05886850141010157,152
business_ethics,0.2362944685330005,0.03149342598280713,100
clinical_knowledge,0.4084549591780123,0.05662740573829027,265
college_biology,0.573872193149437,0.052997310454787824,144
college_chemistry,0.4227640560844656,0.05614050758172084,100
college_computer_science,0.49075941930599554,0.058331666016218864,100
college_mathematics,0.5513540346369777,0.04390667487166929,100
college_medicine,0.39630062915826886,0.05398365637153532,173
college_physics,0.3813209249342356,0.05441850912427913,102
computer_security,0.18730225419984722,0.03720263046882125,100
conceptual_physics,0.7509276171956667,0.036981315369227136,235
econometrics,0.5136144771256227,0.05920703257708626,114
electrical_engineering,0.47325327920838767,0.06447201951304705,145
elementary_mathematics,0.7284707384221918,0.03934240502514944,378
formal_logic,0.5518887235917967,0.05864156978437188,126
global_facts,0.30753537322125135,0.03675716426214328,100
high_school_biology,0.6657882336024344,0.0477234366634715,310
high_school_chemistry,0.7094605580238114,0.04427848951946633,203
high_school_computer_science,0.5317527551199144,0.03667151991030367,100
high_school_european_history,0.35246600926074967,0.04736533315709504,165
high_school_geography,0.44034458131945686,0.052716209175772126,198
high_school_government_and_politics,0.588854605353356,0.04769784810913422,193
high_school_macroeconomics,0.8135778692542693,0.029164784884598442,390
high_school_mathematics,0.6848183560215427,0.04420015059654823,270
high_school_microeconomics,0.7411495236430801,0.04402106364395645,238
high_school_physics,0.6968265275151019,0.031059768455037596,151
high_school_psychology,0.6639278195772899,0.0503220387335539,545
high_school_statistics,0.6832600385023123,0.04749089944654277,216
high_school_us_history,0.530042757417116,0.06120946932767913,204
high_school_world_history,0.6496597808455971,0.055978863798568194,237
human_aging,0.48649120311508365,0.055399590983818386,223
human_sexuality,0.3915970655739565,0.0618759178341983,131
international_law,0.4927077242398265,0.05845150573432677,121
jurisprudence,0.5318180683801481,0.04940770575257745,108
logical_fallacies,0.4212676206928368,0.04670974053198581,163
machine_learning,0.585815956940122,0.05756614241272247,112
management,0.1558562052004441,0.03828125550167775,103
marketing,0.26333306481628194,0.043400676790764404,234
medical_genetics,0.47561623118670243,0.05470791654309713,100
miscellaneous,0.6900315223409242,0.04772704090160259,783
moral_disputes,0.6568852131428886,0.05250144601247248,346
moral_scenarios,0.9337174743578405,0.008729106230876313,895
nutrition,0.6210901378106889,0.04465601085784578,306
philosophy,0.615953452966728,0.04642459479969546,311
prehistory,0.699834723711567,0.0447811895115179,324
professional_accounting,0.7809552876317732,0.03422522370273201,282
professional_law,0.8780870148737208,0.01853572371737679,1534
professional_medicine,0.7107528435427319,0.04308946493335353,272
professional_psychology,0.7759724551411127,0.03086378965503058,612
public_relations,0.34588815705407794,0.0500445029331282,110
security_studies,0.43179303784224693,0.07076881162319293,245
sociology,0.4190363315879364,0.04271850209028303,201
us_foreign_policy,0.2630952793446007,0.044139049704038764,100
virology,0.11867389070031259,0.02590504633634273,166
world_religions,0.2500016221404705,0.04523488921385359,171
