subset,mean_kendall_tau,std_kendall_tau,num_instances
abstract_algebra,0.6560969999568957,0.09737170875550671,100
anatomy,0.5549580884655033,0.139532990788061,135
astronomy,0.7186187580287442,0.10619268345858078,152
business_ethics,0.4034510479606169,0.17278848863273807,100
clinical_knowledge,0.6074688212934365,0.13619888248032136,265
college_biology,0.7586458892795102,0.09618087351289867,144
college_chemistry,0.631608756566992,0.12535842325896265,100
college_computer_science,0.528742093519779,0.12727574018264096,100
college_mathematics,0.6246802536267997,0.11319932244581152,100
college_medicine,0.5516593601355564,0.11602322071876425,173
college_physics,0.6237584366830946,0.1432282678799659,102
computer_security,0.34595827514959554,0.20795905860586122,100
conceptual_physics,0.8359373740658225,0.07592080733913155,235
econometrics,0.7173812616371575,0.10948052332846642,114
electrical_engineering,0.6860774893604425,0.13482537431048464,145
elementary_mathematics,0.7774267257079533,0.09178911847170766,378
formal_logic,0.6259462237433399,0.09616921896043264,126
global_facts,0.5537184003808102,0.1557556784600202,100
high_school_biology,0.8011773812694015,0.0789131937201163,310
high_school_chemistry,0.7496535190450961,0.06001388968211292,203
high_school_computer_science,0.7285474927827775,0.11854889836641846,100
high_school_european_history,0.5619040935050679,0.13490397556271128,165
high_school_geography,0.6259925841743303,0.12605590419797652,198
high_school_government_and_politics,0.6252044956011498,0.1158370247658229,193
high_school_macroeconomics,0.8361947940781977,0.07416352267498744,390
high_school_mathematics,0.6007218001074632,0.10930792677878813,270
high_school_microeconomics,0.7808550986231152,0.07642093376437076,238
high_school_physics,0.6664508302066124,0.11011464290590943,151
high_school_psychology,0.75320760885187,0.07826991657784932,545
high_school_statistics,0.6535949442698228,0.09962554850624548,216
high_school_us_history,0.6871212262538741,0.10893696562283389,204
high_school_world_history,0.8006067727299403,0.08204051334036823,237
human_aging,0.7439154166517375,0.11745463678316813,223
human_sexuality,0.464509382193138,0.10658785525171481,131
international_law,0.6788699491243467,0.11108322098557749,121
jurisprudence,0.7660513576332928,0.10782209145732764,108
logical_fallacies,0.5526488819979015,0.14341728228693912,163
machine_learning,0.8014028780352868,0.09157081477785066,112
management,0.3292683424143435,0.22435131969717806,103
marketing,0.4260054280763209,0.16218724799696146,234
medical_genetics,0.6482624210143088,0.11671883225050168,100
miscellaneous,0.6804220432120744,0.1005444290085767,783
moral_disputes,0.6463340670372245,0.11126101278604013,346
moral_scenarios,0.9066164316782713,0.06398717838163559,895
nutrition,0.7186276996764527,0.09647655167157088,306
philosophy,0.740555561628943,0.08755852781705595,311
prehistory,0.8049108559264114,0.08785145989870172,324
professional_accounting,0.7377370911900581,0.08789767003314523,282
professional_law,0.8125974586800269,0.06632219512808891,1534
professional_medicine,0.6954284209361236,0.09806590137800643,272
professional_psychology,0.7411121009651506,0.10183512478462106,612
public_relations,0.5504029751764766,0.13984823912040925,110
security_studies,0.5537630257353672,0.12362965405038427,245
sociology,0.5819808380983659,0.12858692141061182,201
us_foreign_policy,0.4964144570306431,0.16207846871987297,100
virology,0.1156949795330564,0.2025496805892426,166
world_religions,0.47510571144965796,0.15567628255656735,171
