subset,mean_kendallw,std_kendallw,num_instances
abstract_algebra,0.7818756957984445,0.05459485683462019,100
anatomy,0.5643421198438858,0.07167988941850316,135
astronomy,0.7933743669784306,0.05324828484097978,152
business_ethics,0.41969149844811393,0.06333808098958266,100
clinical_knowledge,0.6475735045991595,0.06810075072534601,265
college_biology,0.7581545543098906,0.06393787442661021,144
college_chemistry,0.6475468566633957,0.06956614024316433,100
college_computer_science,0.686591113407444,0.058452085642429444,100
college_mathematics,0.7089558435017206,0.05216617040053751,100
college_medicine,0.6267406243138218,0.0795857736087209,173
college_physics,0.5979662270064711,0.07270633105660988,102
computer_security,0.34223240590946896,0.06060067102787746,100
conceptual_physics,0.8757336361973235,0.03348294583491493,235
econometrics,0.7215305263713128,0.06417596638129194,114
electrical_engineering,0.6693367609569626,0.058175087407831734,145
elementary_mathematics,0.8414277252309194,0.028615292397655284,378
formal_logic,0.7361196375878375,0.06312190963647428,126
global_facts,0.5099566727725978,0.07766851683638072,100
high_school_biology,0.8177911160526367,0.045173173594628184,310
high_school_chemistry,0.8326414104508921,0.04250729150403583,203
high_school_computer_science,0.713874852090722,0.06229187488359117,100
high_school_european_history,0.5667690777864814,0.07395063215671507,165
high_school_geography,0.6254136235976067,0.0644167740713422,198
high_school_government_and_politics,0.7539327220440015,0.050929715864061566,193
high_school_macroeconomics,0.8947085440213763,0.021895894770988005,390
high_school_mathematics,0.7836984125618669,0.036524460953424764,270
high_school_microeconomics,0.8667483484803103,0.03341873338192603,238
high_school_physics,0.792066877773408,0.0311670329028189,151
high_school_psychology,0.8273009146396758,0.05126902247423495,545
high_school_statistics,0.7913304515471542,0.032155866132520416,216
high_school_us_history,0.7376098324279083,0.07002997898326123,204
high_school_world_history,0.8237474722152944,0.05112059718996864,237
human_aging,0.7057292406199964,0.06612713063995539,223
human_sexuality,0.6168697567260901,0.08356597107242306,131
international_law,0.7095837741825224,0.06872480636399611,121
jurisprudence,0.7495722207640892,0.06223804333654631,108
logical_fallacies,0.5856869617832122,0.058269937045069616,163
machine_learning,0.7774123474252624,0.06245716834495771,112
management,0.29848768718219976,0.07345056515616379,103
marketing,0.44376307574713253,0.07805893889179515,234
medical_genetics,0.6662126435848974,0.060353382564734485,100
miscellaneous,0.8120301894295463,0.03313281277961126,783
moral_disputes,0.7915713473044039,0.039650812376724034,346
moral_scenarios,0.9525461069269633,0.010903705779086477,895
nutrition,0.797659916757058,0.04124671339788326,306
philosophy,0.7879038883005847,0.04396389155830879,311
prehistory,0.8417778554925994,0.03939072697025826,324
professional_accounting,0.8544241978945678,0.029869460436036527,282
professional_law,0.9170237131749682,0.013626729835762252,1534
professional_medicine,0.8265423237007429,0.036544628037030194,272
professional_psychology,0.8450153126064593,0.02444537879458889,612
public_relations,0.57081790521703,0.08756798989303675,110
security_studies,0.6610677659905355,0.0848324963593774,245
sociology,0.6205938978931417,0.06613181001478036,201
us_foreign_policy,0.4578406781795604,0.08872808491234611,100
virology,0.22556335542665726,0.05631610661012568,166
world_religions,0.4509911214183734,0.07772227408883114,171
