subset,mean_kendallw,std_kendallw,num_instances
abstract_algebra,0.6267328132627733,0.052602154454194215,100
anatomy,0.3555052694107254,0.04780780352278092,135
astronomy,0.6230412814474431,0.054956072346004047,152
business_ethics,0.23917294574031484,0.03761681535789199,100
clinical_knowledge,0.42823490803711994,0.05768683847314101,265
college_biology,0.5681924607278963,0.05677912282082372,144
college_chemistry,0.42050802834132245,0.05300947660357917,100
college_computer_science,0.49210850655460203,0.056483471778453705,100
college_mathematics,0.5481479094694526,0.04759392224542543,100
college_medicine,0.38925311328653883,0.055366087023207104,173
college_physics,0.394943115310258,0.051338848149737125,102
computer_security,0.18380208916987414,0.03289814310612679,100
conceptual_physics,0.7526199890949863,0.03961671463666845,235
econometrics,0.5090772838000499,0.05761218391502167,114
electrical_engineering,0.46115384772943857,0.05928444527396936,145
elementary_mathematics,0.7354792917272677,0.03792785160499702,378
formal_logic,0.545478925769068,0.05733777017679949,126
global_facts,0.3034922721120558,0.044389860046862045,100
high_school_biology,0.6687930038250943,0.048583075903925264,310
high_school_chemistry,0.7177713384093892,0.04267786089581972,203
high_school_computer_science,0.5146502805527527,0.051965458643457745,100
high_school_european_history,0.3672877217470373,0.05020246278468082,165
high_school_geography,0.4444383918401544,0.057318672607439294,198
high_school_government_and_politics,0.5901665353531733,0.0502409874807129,193
high_school_macroeconomics,0.8127626528927486,0.030248015903855015,390
high_school_mathematics,0.6827334846085021,0.039268117446696255,270
high_school_microeconomics,0.7473204434465976,0.04255276090149303,238
high_school_physics,0.6872204109813224,0.03677915637372443,151
high_school_psychology,0.6624604063652313,0.050911689297631804,545
high_school_statistics,0.6952659643963095,0.04252589215289046,216
high_school_us_history,0.5299120451318858,0.06075855096153754,204
high_school_world_history,0.6488271166431976,0.0543163969900777,237
human_aging,0.4740348197205138,0.061029507690133024,223
human_sexuality,0.40000659180392606,0.05735689958289765,131
international_law,0.48315291548449457,0.05795995534639478,121
jurisprudence,0.5329795414581897,0.05624338523851991,108
logical_fallacies,0.424203518922574,0.04987669439749793,163
machine_learning,0.5935264601726936,0.055118621905794835,112
management,0.15541578193683098,0.03445252972080423,103
marketing,0.27730077526534025,0.04478528403714665,234
medical_genetics,0.47907278117232716,0.05495563306189742,100
miscellaneous,0.6946703408162478,0.049010673020771264,783
moral_disputes,0.6538287497577641,0.04950340178196773,346
moral_scenarios,0.9343259399018349,0.009310563485909192,895
nutrition,0.6230428236502482,0.051083039489689605,306
philosophy,0.6181051912523218,0.049426989325649644,311
prehistory,0.6915676634243212,0.046446862788789296,324
professional_accounting,0.7818290191420432,0.032088871527722045,282
professional_law,0.8796200926054293,0.015712788699608786,1534
professional_medicine,0.715278261928499,0.0436822047231123,272
professional_psychology,0.7743836283067603,0.028961620035920208,612
public_relations,0.3389406111963029,0.04847458684311944,110
security_studies,0.43838960523738196,0.05657403587923943,245
sociology,0.4116738095549059,0.05493334195657214,201
us_foreign_policy,0.2719509288582034,0.04507351684188126,100
virology,0.12029019807849396,0.027282583942611186,166
world_religions,0.24910875764401405,0.042195208048416984,171
