subset,mean_kendallw,std_kendallw,num_instances
abstract_algebra,0.9042061485688174,0.035591029364468965,100
anatomy,0.8571470907399278,0.06772358018933021,135
astronomy,0.9241973508332378,0.03681414768910015,152
business_ethics,0.7609971878612961,0.09610625339937495,100
clinical_knowledge,0.8772787502450035,0.05758919891353826,265
college_biology,0.9397602647145151,0.035129531226138724,144
college_chemistry,0.8853476280746565,0.05312134959310332,100
college_computer_science,0.8510959974203625,0.05436745289859479,100
college_mathematics,0.8783202686500993,0.04683963054721681,100
college_medicine,0.8668646362647779,0.05056047479709047,173
college_physics,0.8753084161810528,0.0707655143593262,102
computer_security,0.7044989494863358,0.12378425591447631,100
conceptual_physics,0.9619542833262346,0.021857691216918173,235
econometrics,0.9277985072747785,0.0431707491523206,114
electrical_engineering,0.8911308445734175,0.060516668981973255,145
elementary_mathematics,0.942558847321965,0.030031107735363296,378
formal_logic,0.8992113453007023,0.029748683061569418,126
global_facts,0.8299285613678624,0.08075449020922702,100
high_school_biology,0.9555691067186596,0.025877648582798753,310
high_school_chemistry,0.947079277436684,0.021534063483236637,203
high_school_computer_science,0.9150776596543715,0.04878875148816595,100
high_school_european_history,0.8612255003405875,0.0633857501345065,165
high_school_geography,0.8790197933116337,0.05838528854737576,198
high_school_government_and_politics,0.886197702814441,0.040452805672160315,193
high_school_macroeconomics,0.9660999941213904,0.02134576645639885,390
high_school_mathematics,0.8861157535963384,0.04194150157255339,270
high_school_microeconomics,0.9537975412044988,0.01953717636321137,238
high_school_physics,0.9016132447849989,0.04758498746497008,151
high_school_psychology,0.9428924780780127,0.02442602343323864,545
high_school_statistics,0.8976327152487179,0.03966793382825447,216
high_school_us_history,0.9118294012473463,0.04018880078615811,204
high_school_world_history,0.9555426402131889,0.025986229790062123,237
human_aging,0.9296242482045853,0.04570477608509073,223
human_sexuality,0.8304920630578814,0.0479597506327209,131
international_law,0.906216363227028,0.04354628252464018,121
jurisprudence,0.9367211217320879,0.03860673300271196,108
logical_fallacies,0.8254949823291591,0.06996115327034451,163
machine_learning,0.9518421406378934,0.03250873805985574,112
management,0.691020779613529,0.1325819757578959,103
marketing,0.7696683051102163,0.09532343351574325,234
medical_genetics,0.8904551272846217,0.048921969635364985,100
miscellaneous,0.9107575334611725,0.03226141211596109,783
moral_disputes,0.8965253939612269,0.03767066007570797,346
moral_scenarios,0.9821020041042443,0.01401810702623632,895
nutrition,0.9218490786890109,0.03157245343538442,306
philosophy,0.9353168833643665,0.030996657564535637,311
prehistory,0.951668022601649,0.027365281669636275,324
professional_accounting,0.9349585778084684,0.02768995230818482,282
professional_law,0.963361935204212,0.01900116909872669,1534
professional_medicine,0.9191816936185341,0.030467171157390296,272
professional_psychology,0.9295150691602425,0.034583633268491856,612
public_relations,0.8534272108009189,0.07081964320077933,110
security_studies,0.8655701996134565,0.0477364986856367,245
sociology,0.8599273450255029,0.055882470354944744,201
us_foreign_policy,0.8150516719588463,0.08989991759905867,100
virology,0.5745487094044761,0.12775172799650386,166
world_religions,0.8030844860271165,0.08510861371792637,171
