subset,mean_kendallw,std_kendallw,num_instances
abstract_algebra,0.7784461389490958,0.046073518843102096,100
anatomy,0.5765510528093165,0.07271823961836464,135
astronomy,0.7924184408809466,0.046868160685954445,152
business_ethics,0.4234811205283335,0.07329075343849721,100
clinical_knowledge,0.648431136368066,0.07604510334784753,265
college_biology,0.7576496689565573,0.06247514169173766,144
college_chemistry,0.640889906083447,0.07700628826636229,100
college_computer_science,0.6783301920946344,0.060464974454431344,100
college_mathematics,0.7116947159274598,0.05492203630324762,100
college_medicine,0.6111231414874739,0.07644975162482542,173
college_physics,0.6027501757710256,0.07823131785517079,102
computer_security,0.34477932111434806,0.07032958693439494,100
conceptual_physics,0.870900167007524,0.03387289298135176,235
econometrics,0.72623757271343,0.06830798746329839,114
electrical_engineering,0.6581645598174598,0.06881203943384084,145
elementary_mathematics,0.8419203462181742,0.03124981413082458,378
formal_logic,0.7468226293058604,0.06362776487040715,126
global_facts,0.5149974664365876,0.07790266885313585,100
high_school_biology,0.8234359891696151,0.05078661970836347,310
high_school_chemistry,0.8450258265464169,0.038637965428342025,203
high_school_computer_science,0.7064580488174218,0.06517438020576886,100
high_school_european_history,0.5959584791897427,0.07754903663290567,165
high_school_geography,0.6469067547206798,0.07495720831980415,198
high_school_government_and_politics,0.7610579155029878,0.05306250585032808,193
high_school_macroeconomics,0.8937878777286088,0.023565339202191848,390
high_school_mathematics,0.7798006737216396,0.03335523797482009,270
high_school_microeconomics,0.8682283663813256,0.03506234718802432,238
high_school_physics,0.783990742574224,0.03423426826201297,151
high_school_psychology,0.8253852892908269,0.0507272350452601,545
high_school_statistics,0.7959162250863219,0.031499113382732986,216
high_school_us_history,0.7370808864087712,0.06689313081038306,204
high_school_world_history,0.8243457330701961,0.049292415911136866,237
human_aging,0.7010326935948674,0.07484368497733555,223
human_sexuality,0.605271979149558,0.08149914187154438,131
international_law,0.7000754564199343,0.07039270533822808,121
jurisprudence,0.7468281659966318,0.06521321129846078,108
logical_fallacies,0.599740921467677,0.06583624097711298,163
machine_learning,0.7874295256130245,0.05830947676553679,112
management,0.30120506967231114,0.07218230002566113,103
marketing,0.45084020920666806,0.07008004935511683,234
medical_genetics,0.6807271109330528,0.06540783622830275,100
miscellaneous,0.8140363021924805,0.03365883827802828,783
moral_disputes,0.789637202426171,0.039088398478410676,346
moral_scenarios,0.9529230330706366,0.009459298358700635,895
nutrition,0.7881699664585344,0.05082921555430702,306
philosophy,0.7898714736581299,0.04906544980134644,311
prehistory,0.8348502894945475,0.04066263120367226,324
professional_accounting,0.8594091753649648,0.025844739311724395,282
professional_law,0.917204528024054,0.013192526475910857,1534
professional_medicine,0.8260749499065368,0.02948974714837109,272
professional_psychology,0.8448516865951196,0.02159337834686282,612
public_relations,0.5586676019926822,0.08049219516019145,110
security_studies,0.6612423775763568,0.07184824359468621,245
sociology,0.6180041260961793,0.07445502044165503,201
us_foreign_policy,0.47137033037123127,0.0870786944850699,100
virology,0.2438812553935344,0.05845390552072305,166
world_religions,0.4482633419407763,0.07703111706388613,171
