claude-3.5-haiku,gpt-3.5-turbo,gpt-4o-mini-2024-07-18,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,Llama-3.1-Tulu-3-70B,Llama-3.1-Tulu-3-8B,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct
0.66,0.41,0.67,0.74,0.43,0.66,0.35,0.78,0.64
0.7703703703703704,0.7333333333333333,0.837037037037037,0.8,0.725925925925926,0.8222222222222222,0.6962962962962963,0.8296296296296296,0.7185185185185186
0.9078947368421053,0.743421052631579,0.8881578947368421,0.9342105263157895,0.7631578947368421,0.9407894736842105,0.7763157894736842,0.9276315789473685,0.8355263157894737
0.76,0.72,0.78,0.82,0.7,0.8,0.7,0.8,0.78
0.8377358490566038,0.7622641509433963,0.8490566037735849,0.8716981132075472,0.7735849056603774,0.8566037735849057,0.7547169811320755,0.8603773584905661,0.8150943396226416
0.8958333333333334,0.7569444444444444,0.9513888888888888,0.9583333333333334,0.8263888888888888,0.9097222222222222,0.7777777777777778,0.9444444444444444,0.8472222222222222
0.67,0.51,0.63,0.66,0.48,0.7,0.52,0.69,0.59
0.77,0.57,0.79,0.79,0.59,0.83,0.57,0.83,0.75
0.6,0.44,0.66,0.74,0.47,0.65,0.3,0.67,0.65
0.7687861271676301,0.6994219653179191,0.815028901734104,0.8092485549132948,0.7167630057803468,0.8092485549132948,0.7225433526011561,0.8439306358381503,0.7225433526011561
0.8627450980392157,0.6274509803921569,0.7941176470588235,0.8137254901960784,0.7352941176470589,0.7647058823529411,0.6274509803921569,0.8235294117647058,0.7450980392156863
0.79,0.78,0.82,0.86,0.82,0.86,0.81,0.83,0.76
0.8340425531914893,0.6978723404255319,0.8808510638297873,0.8978723404255319,0.7191489361702128,0.8851063829787233,0.6468085106382979,0.9191489361702128,0.7957446808510639
0.6403508771929824,0.4649122807017544,0.5964912280701754,0.7368421052631579,0.5526315789473685,0.7017543859649122,0.45614035087719296,0.7280701754385965,0.5877192982456141
0.7862068965517242,0.6551724137931034,0.7448275862068966,0.8275862068965517,0.7172413793103448,0.8,0.6068965517241379,0.8,0.7724137931034483
0.9338624338624338,0.8174603174603174,0.9417989417989417,0.955026455026455,0.8465608465608465,0.9126984126984127,0.8333333333333334,0.9682539682539683,0.9417989417989417
0.6587301587301587,0.5158730158730159,0.6587301587301587,0.6746031746031746,0.49206349206349204,0.6825396825396826,0.47619047619047616,0.7936507936507936,0.5476190476190477
0.58,0.53,0.62,0.73,0.49,0.7,0.55,0.64,0.56
0.9032258064516129,0.8290322580645161,0.932258064516129,0.9258064516129032,0.8387096774193549,0.9,0.7580645161290323,0.9354838709677419,0.8774193548387097
0.7931034482758621,0.5615763546798029,0.7931034482758621,0.8472906403940886,0.6699507389162561,0.7931034482758621,0.5665024630541872,0.8571428571428571,0.729064039408867
0.93,0.82,0.91,0.96,0.74,0.9,0.76,0.94,0.87
0.8606060606060606,0.7878787878787878,0.8545454545454545,0.8242424242424242,0.7636363636363637,0.8666666666666667,0.7757575757575758,0.8666666666666667,0.806060606060606
0.9090909090909091,0.8585858585858586,0.9242424242424242,0.9191919191919192,0.8080808080808081,0.8939393939393939,0.797979797979798,0.9242424242424242,0.8838383838383839
0.9585492227979274,0.8652849740932642,0.9740932642487047,0.9740932642487047,0.8860103626943006,0.9689119170984456,0.8911917098445595,0.9740932642487047,0.927461139896373
0.8794871794871795,0.7410256410256411,0.8769230769230769,0.9128205128205128,0.735897435897436,0.9,0.7102564102564103,0.9307692307692308,0.8076923076923077
0.8185185185185185,0.5888888888888889,0.7333333333333333,0.7851851851851852,0.5740740740740741,0.774074074074074,0.5777777777777777,0.7703703703703704,0.7888888888888889
0.8949579831932774,0.7983193277310925,0.9495798319327731,0.9495798319327731,0.7689075630252101,0.9117647058823529,0.7436974789915967,0.957983193277311,0.8907563025210085
0.7350993377483444,0.44370860927152317,0.7682119205298014,0.8079470198675497,0.5894039735099338,0.7880794701986755,0.44370860927152317,0.7947019867549668,0.7284768211920529
0.9137614678899083,0.8862385321100917,0.944954128440367,0.9467889908256881,0.8935779816513761,0.9431192660550459,0.8422018348623853,0.9559633027522936,0.9137614678899083
0.8055555555555556,0.6064814814814815,0.8333333333333334,0.8333333333333334,0.6712962962962963,0.8240740740740741,0.6111111111111112,0.875,0.8055555555555556
0.9019607843137255,0.8480392156862745,0.9264705882352942,0.9117647058823529,0.8137254901960784,0.9264705882352942,0.7990196078431373,0.9313725490196079,0.8578431372549019
0.8860759493670886,0.8143459915611815,0.8776371308016878,0.9409282700421941,0.810126582278481,0.9240506329113924,0.7805907172995781,0.9282700421940928,0.8523206751054853
0.7892376681614349,0.7219730941704036,0.7713004484304933,0.8295964125560538,0.6816143497757847,0.8026905829596412,0.7040358744394619,0.8295964125560538,0.7533632286995515
0.9007633587786259,0.8015267175572519,0.8854961832061069,0.8931297709923665,0.8015267175572519,0.9007633587786259,0.732824427480916,0.8931297709923665,0.816793893129771
0.9008264462809917,0.7355371900826446,0.9173553719008265,0.9421487603305785,0.8016528925619835,0.9008264462809917,0.8099173553719008,0.8842975206611571,0.7851239669421488
0.9074074074074074,0.7314814814814815,0.8518518518518519,0.8796296296296297,0.7685185185185185,0.8703703703703703,0.75,0.9259259259259259,0.8148148148148148
0.8834355828220859,0.8098159509202454,0.8650306748466258,0.8588957055214724,0.754601226993865,0.852760736196319,0.7116564417177914,0.8650306748466258,0.8343558282208589
0.6964285714285714,0.5446428571428571,0.7589285714285714,0.7678571428571429,0.5803571428571429,0.7053571428571429,0.5089285714285714,0.8392857142857143,0.6339285714285714
0.8932038834951457,0.8446601941747572,0.8640776699029126,0.883495145631068,0.8252427184466019,0.9029126213592233,0.8058252427184466,0.8737864077669902,0.8543689320388349
0.9401709401709402,0.905982905982906,0.9358974358974359,0.9273504273504274,0.9017094017094017,0.905982905982906,0.8504273504273504,0.9401709401709402,0.9230769230769231
0.94,0.75,0.92,0.96,0.83,0.92,0.76,0.92,0.86
0.9386973180076629,0.89272030651341,0.9361430395913155,0.9501915708812261,0.8991060025542784,0.9374201787994891,0.8671775223499362,0.9412515964240102,0.8812260536398467
0.8121387283236994,0.7138728323699421,0.8265895953757225,0.8410404624277457,0.6791907514450867,0.8208092485549133,0.7196531791907514,0.8294797687861272,0.7398843930635838
0.6290502793296089,0.4,0.6435754189944134,0.8927374301675978,0.547486033519553,0.6603351955307263,0.3877094972067039,0.7865921787709497,0.42905027932960893
0.8562091503267973,0.7549019607843137,0.8627450980392157,0.869281045751634,0.7973856209150327,0.8562091503267973,0.7124183006535948,0.8954248366013072,0.7745098039215687
0.8392282958199357,0.7717041800643086,0.8038585209003215,0.8392282958199357,0.6945337620578779,0.8360128617363344,0.707395498392283,0.8617363344051447,0.752411575562701
0.8672839506172839,0.7716049382716049,0.8518518518518519,0.8796296296296297,0.7314814814814815,0.8796296296296297,0.75,0.9135802469135802,0.8179012345679012
0.7624113475177305,0.5673758865248227,0.7872340425531915,0.8049645390070922,0.5567375886524822,0.7907801418439716,0.5460992907801419,0.8368794326241135,0.6773049645390071
0.6205997392438071,0.4810951760104302,0.5860495436766623,0.6844850065189049,0.49934810951760106,0.6284224250325945,0.4784876140808344,0.6773142112125163,0.5013037809647979
0.9044117647058824,0.7904411764705882,0.8970588235294118,0.9411764705882353,0.7977941176470589,0.9080882352941176,0.7389705882352942,0.9154411764705882,0.7757352941176471
0.8464052287581699,0.7532679738562091,0.8415032679738562,0.8676470588235294,0.7189542483660131,0.8529411764705882,0.6977124183006536,0.8594771241830066,0.7598039215686274
0.7272727272727273,0.6454545454545455,0.7909090909090909,0.7909090909090909,0.6727272727272727,0.7727272727272727,0.6272727272727273,0.7818181818181819,0.7181818181818181
0.8040816326530612,0.6938775510204082,0.7795918367346939,0.8204081632653061,0.710204081632653,0.7918367346938775,0.7224489795918367,0.8040816326530612,0.6938775510204082
0.900497512437811,0.8656716417910447,0.9203980099502488,0.9104477611940298,0.8109452736318408,0.900497512437811,0.845771144278607,0.9104477611940298,0.8308457711442786
0.94,0.84,0.9,0.95,0.86,0.94,0.9,0.94,0.87
0.5180722891566265,0.4879518072289157,0.536144578313253,0.536144578313253,0.4939759036144578,0.5240963855421686,0.5301204819277109,0.5602409638554217,0.5301204819277109
0.8888888888888888,0.8596491228070176,0.8888888888888888,0.9239766081871345,0.847953216374269,0.9064327485380117,0.847953216374269,0.9064327485380117,0.8596491228070176
